# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0002020	MF	e	protease binding	10/273	103/19370	1.9553647524682034e-06	4	10	0.0010830276522733261	1278, 2319, 5045, 5272, 5660, 6402, 7076, 7124, 7128, 10211
GO:0003735	MF	e	structural constituent of ribosome	12/273	158/19370	2.563375547420022e-06	2	12	0.0012620352278464573	6122, 6124, 6129, 6147, 6156, 6176, 6207, 6230, 6234, 6235, 9636, 23521
GO:0005515	MF	e	protein binding	215/273	12368/19370	4.277747048495715e-06	2	215	0.0018954697171884515	81, 102, 163, 213, 214, 226, 338, 375, 483, 490, 567, 658, 811, 829, 931, 953, 958, 962, 969, 998, 1015, 1075, 1235, 1278, 1329, 1439, 1453, 1509, 1512, 1522, 1642, 1656, 1738, 1938, 1964, 2208, 2287, 2319, 2495, 2512, 2517, 2597, 2650, 2717, 2826, 2896, 2931, 3008, 3009, 3074, 3094, 3107, 3108, 3109, 3117, 3122, 3133, 3135, 3394, 3459, 3482, 3560, 3561, 3627, 3676, 3695, 3716, 3783, 3837, 3932, 3959, 4040, 4061, 4067, 4074, 4175, 4245, 4248, 4282, 4316, 4522, 4627, 4758, 4851, 4924, 5045, 5119, 5216, 5230, 5272, 5315, 5347, 5351, 5518, 5538, 5547, 5660, 5683, 5685, 5795, 5925, 6122, 6124, 6129, 6147, 6156, 6176, 6207, 6230, 6234, 6348, 6402, 6480, 6653, 6767, 6772, 6782, 7037, 7076, 7094, 7124, 7128, 7171, 7292, 7357, 7415, 7416, 7430, 7453, 7706, 7805, 7879, 8027, 8439, 8676, 8743, 8775, 8795, 8825, 8878, 9146, 9476, 9525, 9601, 9632, 9636, 9741, 9780, 9902, 9961, 10019, 10052, 10159, 10211, 10213, 10254, 10273, 10376, 10434, 10437, 10478, 10507, 10525, 10528, 10553, 10558, 10575, 10768, 10856, 10857, 10890, 10963, 11060, 11226, 11315, 11322, 11337, 11345, 22934, 23011, 23071, 23193, 23788, 25930, 26154, 28982, 29110, 50615, 51284, 51726, 53373, 53838, 54495, 54602, 54741, 55327, 55361, 56650, 56670, 57205, 57515, 58499, 79037, 79158, 79932, 80762, 81539, 81793, 84898, 116254, 151888, 221955, 259307, 283897, 388512
GO:0032395	MF	e	MHC class II receptor activity	4/273	10/19370	7.58251301225211e-06	4	4	0.002799842929774092	3112, 3113, 3117, 3122
GO:0005102	MF	e	signaling receptor binding	17/273	351/19370	1.0951923587602008e-05	3	17	0.003732921032051115	102, 214, 2717, 2734, 2931, 3133, 3135, 3627, 3932, 4040, 4067, 7292, 8743, 10507, 11315, 26154, 54741
GO:0051087	MF	e	chaperone binding	9/273	105/19370	1.775868254611284e-05	3	9	0.005620623025844714	213, 811, 1075, 2896, 6767, 10273, 10478, 10525, 10963
GO:0004185	MF	e	serine-type carboxypeptidase activity	3/273	5/19370	2.711768241636279e-05	6	3	0.008010563385793567	1362, 5547, 59342
GO:0019904	MF	e	protein domain specific binding	13/273	245/19370	4.748871006310927e-05	3	13	0.013151404643102323	375, 958, 1656, 3837, 4074, 4627, 5119, 6767, 7415, 7430, 7453, 9146, 55327
GO:0031625	MF	e	ubiquitin protein ligase binding	14/273	295/19370	8.174416219878161e-05	5	14	0.02130637545310596	811, 958, 3716, 4067, 5925, 7415, 7805, 8878, 9636, 10273, 10376, 11337, 11345, 643246
GO:0004559	MF	e	alpha-mannosidase activity	3/273	7/19370	9.294074439739977e-05	6	3	0.021674759917098864	4122, 4124, 4125
GO:0031730	MF	e	CCR5 chemokine receptor binding	3/273	8/19370	0.00014715448171706596	7	3	0.031049595642300913	3716, 6348, 6772
GO:1905394	MF	e	retromer complex binding	3/273	8/19370	0.00014715448171706596	3	3	0.031049595642300913	3482, 4074, 7879
GO:0003756	MF	e	protein disulfide isomerase activity	4/273	20/19370	0.00015652321261114155	5	4	0.03112369916491639	5768, 9601, 23071, 54495
GO:0043531	MF	e	ADP binding	5/273	37/19370	0.0001615538435551968	8	5	0.03112369916491639	3008, 4627, 5230, 7415, 10856
GO:0004572	MF	e	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity	2/273	2/19370	0.0001979223009437996	8	2	0.03507974861927904	4122, 4124
GO:0016799	MF	e	hydrolase activity, hydrolyzing N-glycosyl compounds	2/273	2/19370	0.0001979223009437996	4	2	0.03507974861927904	4122, 4124
GO:0044389	MF	e	ubiquitin-like protein ligase binding	4/273	23/19370	0.00027670870902558485	4	4	0.04640587285396002	6772, 7415, 8027, 9146
GO:0042803	MF	e	protein homodimerization activity	22/273	670/19370	0.00028277106004444155	4	22	0.04640587285396002	81, 102, 567, 2717, 3135, 4040, 4124, 4627, 5119, 5660, 6480, 6772, 7037, 7171, 7453, 9525, 10273, 10856, 10857, 11315, 53373, 80146
GO:0000981	MF	p	DNA-binding transcription factor activity, RNA polymerase II-specific	2/273	1236/19370	7.4525719783971655e-06	3	2	0.002799842929774092	3394, 6772
GO:0000978	MF	p	RNA polymerase II cis-regulatory region sequence-specific DNA binding	3/273	1173/19370	9.129220190234737e-05	9	3	0.021674759917098864	3394, 6772, 10856
